Mod:Item:MetaData, Localized Name
woot:stygianiron, Stygian Iron Block
woot:stygianironore, Stygian Iron Ore
woot:importer, Factory Importer
woot:exporter, Factory Exporter
woot:controller, Factory Controller
woot:structure:0, Factory Flesh Casing
woot:structure:1, Factory Bone Casing
woot:structure:2, Factory Pixie Casing
woot:structure:3, Factory Ender Casing
woot:structure:4, Factory Nether Casing
woot:structure:5, Factory Upgrade Base
woot:structure:6, Factory Tier I Cap
woot:structure:7, Factory Tier II Cap
woot:structure:8, Factory Tier III Cap
woot:structure:9, Factory Tier IV Cap
woot:cell:0, Basic Power Cell
woot:cell:1, Advanced Power Cell
woot:cell:2, Premium Power Cell
woot:upgrade:0, Rate I Upgrade
woot:upgrade:1, Rate II Upgrade
woot:upgrade:2, Rate III Upgrade
woot:upgrade:3, Looting I Upgrade
woot:upgrade:4, Looting II Upgrade
woot:upgrade:5, Looting III Upgrade
woot:upgrade:6, XP I Upgrade
woot:upgrade:7, XP II Upgrade
woot:upgrade:8, XP III Upgrade
woot:upgrade:9, Mass I Upgrade
woot:upgrade:10, Mass II Upgrade
woot:upgrade:11, Mass III Upgrade
woot:upgrade:12, Decapitate I Upgrade
woot:upgrade:13, Decapitate II Upgrade
woot:upgrade:14, Decapitate III Upgrade
woot:upgradeb:0, Efficiency I Upgrade
woot:upgradeb:1, Efficiency II Upgrade
woot:upgradeb:2, Efficiency III Upgrade
woot:upgradeb:3, Blood Magic Life Essence Tank I Upgrade
woot:upgradeb:4, Blood Magic Life Essence Tank II Upgrade
woot:upgradeb:5, Blood Magic Life Essence Tank III Upgrade
woot:upgradeb:6, Blood Magic Life Essence Altar I Upgrade
woot:upgradeb:7, Blood Magic Life Essence Altar II Upgrade
woot:upgradeb:8, Blood Magic Life Essence Altar III Upgrade
woot:upgradeb:9, EvilCraft Blood Tank I Upgrade
woot:upgradeb:10, EvilCraft Blood Tank II Upgrade
woot:upgradeb:11, EvilCraft Blood Tank III Upgrade
woot:upgradeb:12, Blood Magic Crystal I Upgrade
woot:upgradeb:13, Blood Magic Crystal II Upgrade
woot:upgradeb:14, Blood Magic Crystal III Upgrade
xlfoodmod:rock_salt, Rock Salt
xlfoodmod:grass, Grass
xlfoodmod:vanilla_flower, Vanilla Flower
xlfoodmod:rice_plant, Rice Plant
xlfoodmod:pepper_plant, Pepper Plant
xlfoodmod:corn_plant, Corn Plant
xlfoodmod:cucumber_plant, Cucumber Plant
xlfoodmod:lettuce_plant, Lettuce Plant
xlfoodmod:onion_plant, Onion Plant
xlfoodmod:tomato_plant, Tomato Plant
xlfoodmod:strawberry_plant, Strawberry Plant
xlfoodmod:chocolate_cake, Chocolate Cake
xlfoodmod:oreo_cake, Oreo Cake
xlfoodmod:cheese_cake, Cheese Cake
xlfoodmod:nether_cake, Nether Cake
xlfoodmod:strawberry_cake, Strawberry Cake
xlfoodmod:pumpkin_cake, Pumpkin Cake
xlfoodmod:pizza, Pizza
xlfoodmod:rice_seeds, Rice Seeds
xlfoodmod:rice, Rice
xlfoodmod:butter_rice, Butter Rice
xlfoodmod:fried_rice, Fried Rice
xlfoodmod:pepper_seeds, Pepper Seeds
xlfoodmod:pepper, Pepper
xlfoodmod:corn_seeds, Corn Seeds
xlfoodmod:raw_corn, Raw Corn
xlfoodmod:corn, Corn
xlfoodmod:cucumber_seeds, Cucumber Seeds
xlfoodmod:cucumber, Cucumber
xlfoodmod:lettuce_seeds, Lettuce Seeds
xlfoodmod:lettuce, Lettuce
xlfoodmod:onion, Onion
xlfoodmod:tomato_seeds, Tomato Seeds
xlfoodmod:tomato, Tomato
xlfoodmod:strawberry_seeds, Strawberry Seeds
xlfoodmod:strawberry, Strawberry
xlfoodmod:salt, Salt
xlfoodmod:dough, Dough
xlfoodmod:cooked_dough, Cooked Dough
xlfoodmod:crouton, Crouton
xlfoodmod:butter, Butter
xlfoodmod:cheese, Cheese
xlfoodmod:cheese_puff, Cheese Puff
xlfoodmod:chips, Chips
xlfoodmod:salty_chips, Salty Chips
xlfoodmod:spicy_chips, Spicy Chips
xlfoodmod:onion_rings, Onion Rings
xlfoodmod:cheesy_bread, Cheesy Bread
xlfoodmod:potato_bread, Potato Bread
xlfoodmod:corn_bread, Corn Bread
xlfoodmod:baguette, Baguette
xlfoodmod:fried_egg, Fried Egg
xlfoodmod:pancake, Pancake
xlfoodmod:waffle, Waffle
xlfoodmod:macaroni_and_cheese, Macaroni and Cheese
xlfoodmod:spaghetti, Spaghetti
xlfoodmod:enchilada, Enchilada
xlfoodmod:lasagne, Lasagne
xlfoodmod:jambon_beurre, Jambon-Beurre
xlfoodmod:flesh, Flesh
xlfoodmod:sausage, Sausage
xlfoodmod:bacon, Bacon
xlfoodmod:beef_jerky, Beef Jerky
xlfoodmod:ground_beef, Ground Beef
xlfoodmod:raw_chicken_wing, Raw Chicken Wing
xlfoodmod:cooked_chicken_wing, Cooked Chicken Wing
xlfoodmod:spicy_chicken_wing, Spicy Chicken Wing
xlfoodmod:bucket_of_fried_chicken, Bucket of Fried Chicken
xlfoodmod:top_bun, Top Bun
xlfoodmod:bottom_bun, Bottom Bun
xlfoodmod:hamburger, Hamburger
xlfoodmod:chickenburger, Chickenburger
xlfoodmod:cheeseburger, Cheeseburger
xlfoodmod:hot_dog, Hot Dog
xlfoodmod:slice_of_pizza, Slice of Pizza
xlfoodmod:tortilla, Tortilla
xlfoodmod:taco, Taco
xlfoodmod:burrito, Burrito
xlfoodmod:kebab, Kebab
xlfoodmod:chicken_sandwich, Chicken Sandwich
xlfoodmod:blt_sandwich, BLT Sandwich
xlfoodmod:icecream_sandwich, Ice Cream Sandwich
xlfoodmod:bowl, Bowl
xlfoodmod:garden_salad, Garden Salad
xlfoodmod:chicken_salad, Chicken Salad
xlfoodmod:caesar_salad, Caesar Salad
xlfoodmod:onion_salad, Onion Salad
xlfoodmod:taco_salad, Taco Salad
xlfoodmod:cucumber_soup, Cucumber Soup
xlfoodmod:tomato_soup, Tomato Soup
xlfoodmod:vegetable_soup, Vegetable Soup
xlfoodmod:chicken_soup, Chicken Soup
xlfoodmod:beef_stew, Beef Stew
xlfoodmod:pumpkin_stew, Pumpkin Stew
xlfoodmod:caramel_apple, Caramel Apple
xlfoodmod:marshmallow, Marshmallow
xlfoodmod:roasted_marshmallow, Roasted Marshmallow
xlfoodmod:oreo_cookie, Oreo Cookie
xlfoodmod:twinkie, Twinkie
xlfoodmod:brownie, Brownie
xlfoodmod:chocolate, Chocolate
xlfoodmod:chocolate_icecream_ball, Chocolate Ice Cream Ball
xlfoodmod:vanilla_icecream_ball, Vanilla Ice Cream Ball
xlfoodmod:strawberry_icecream_ball, Strawberry Ice Cream Ball
xlfoodmod:icecream_cone, Ice Cream Cone
xlfoodmod:chocolate_icecream, Chocolate Ice Cream
xlfoodmod:vanilla_icecream, Vanilla Ice Cream
xlfoodmod:strawberry_icecream, Strawberry Ice Cream
xlfoodmod:crescent_roll, Crescent Roll
xlfoodmod:donut, Donut
xlfoodmod:sugar_donut, Sugar Donut
xlfoodmod:chocolate_donut, Chocolate Donut
xlfoodmod:vanilla_donut, Vanilla Donut
xlfoodmod:paper_cup, Paper Cup
xlfoodmod:vanilla_cupcake, Vanilla Cupcake
xlfoodmod:chocolate_cupcake, Chocolate Cupcake
xlfoodmod:oreo_cupcake, Oreo Cupcake
xlfoodmod:strawberry_cupcake, Strawberry Cupcake
xlfoodmod:pie_shell, Pie Shell
xlfoodmod:apple_pie, Apple Pie
xlfoodmod:golden_apple_pie, Golden Apple Pie
xlfoodmod:cheese_pie, Cheese Pie
xlfoodmod:chicken_pot_pie, Chicken Pot Pie
xlfoodmod:chocolate_pie, Chocolate Pie
xlfoodmod:bacon_pie, Bacon Pie
xlfoodmod:fish_pie, Fish Pie
xlfoodmod:strawberry_pie, Strawberry Pie
xlfoodmod:tomato_sauce, Tomato Sauce
xlfoodmod:hot_sauce, Hot Sauce
xlfoodmod:chocolate_syrup, Chocolate Syrup
xlfoodmod:vanilla_extract, Vanilla Extract
xlfoodmod:vanilla_cream, Vanilla Cream
xlfoodmod:empty_can, Empty Can
xlfoodmod:speedy_energy_drink, Speedy Energy Drink
xlfoodmod:healthy_energy_drink, Healthy Energy Drink
xlfoodmod:stealthy_energy_drink, Stealthy Energy Drink
xlfoodmod:strong_energy_drink, Strong Energy Drink
xlfoodmod:deadly_energy_drink, Deadly Energy Drink
xlfoodmod:super_energy_drink, Super Energy Drink
xlfoodmod:glass_mug, Glass Mug
xlfoodmod:beer, Beer
xlfoodmod:coffee_cup, Coffee Cup
xlfoodmod:coffee, Coffee
xlfoodmod:cappuccino, Cappuccino
yabba:item_barrel, Item Barrel
yabba:item_barrel_connector, Item Barrel Connector
yabba:antibarrel, AntiBarrel
yabba:compound_item_barrel, Compound Item Barrel
yabba:decorative_block, Decorative Block
yabba:upgrade_blank, Blank Barrel Upgrade
yabba:upgrade_stone_tier, Stone Tier
yabba:upgrade_iron_tier, Tin Tier
yabba:upgrade_gold_tier, Gold Tier
yabba:upgrade_diamond_tier, Diamond Tier
yabba:upgrade_star_tier, Infinite Capacity
yabba:upgrade_creative, Creative Barrel
yabba:upgrade_obsidian_shell, Obsidian Shell
yabba:upgrade_redstone_out, Redstone Output
yabba:upgrade_hopper, Hopper
yabba:upgrade_void, Void Items
yabba:upgrade_pickup, Collect Pickups
yabba:hammer, Barrel Hammer
yabba:painter, Barrel Painter
teslacorelib:gear_diamond, Diamond Gear
teslacorelib:gear_wood, Wood Gear
actuallyadditions:block_canola_oil, Canola Oil
actuallyadditions:block_refined_canola_oil, Refined Canola Oil
actuallyadditions:block_crystal_oil, Crystallized Oil
actuallyadditions:block_empowered_oil, Empowered Oil
actuallyadditions:block_crystal_cluster_redstone, Red Crystal Cluster
actuallyadditions:block_crystal_cluster_lapis, Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_diamond, Light Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_coal, Black Crystal Cluster
actuallyadditions:block_crystal_cluster_emerald, Green Crystal Cluster
actuallyadditions:block_crystal_cluster_iron, White Crystal Cluster
actuallyadditions:block_battery_box, Battery Box
actuallyadditions:block_item_viewer_hopping, Hopping Item Interface
actuallyadditions:block_farmer, Farmer
actuallyadditions:block_bio_reactor, Bio Reactor
actuallyadditions:block_empowerer, Empowerer
actuallyadditions:block_tiny_torch, Tiny Torch
actuallyadditions:block_shock_suppressor, Shock Absorber
actuallyadditions:block_display_stand, Display Stand
actuallyadditions:block_player_interface, Player Interface
actuallyadditions:block_item_viewer, Item Interface
actuallyadditions:block_firework_box, Firework Box
actuallyadditions:block_miner, Vertical Digger
actuallyadditions:block_atomic_reconstructor, Atomic Reconstructor
actuallyadditions:block_crystal:0, Restonia Crystal Block
actuallyadditions:block_crystal:1, Palis Crystal Block
actuallyadditions:block_crystal:2, Diamatine Crystal Block
actuallyadditions:block_crystal:3, Void Crystal Block
actuallyadditions:block_crystal:4, Emeradic Crystal Block
actuallyadditions:block_crystal:5, Enori Crystal Block
actuallyadditions:block_crystal_empowered:0, Empowered Restonia Crystal Block
actuallyadditions:block_crystal_empowered:1, Empowered Palis Crystal Block
actuallyadditions:block_crystal_empowered:2, Empowered Diamatine Crystal Block
actuallyadditions:block_crystal_empowered:3, Empowered Void Crystal Block
actuallyadditions:block_crystal_empowered:4, Empowered Emeradic Crystal Block
actuallyadditions:block_crystal_empowered:5, Empowered Enori Crystal Block
actuallyadditions:block_black_lotus, Black Lotus
actuallyadditions:block_laser_relay, Energy Laser Relay
actuallyadditions:block_laser_relay_advanced, Advanced Energy Laser Relay
actuallyadditions:block_laser_relay_extreme, Extreme Energy Laser Relay
actuallyadditions:block_laser_relay_fluids, Fluid Laser Relay
actuallyadditions:block_laser_relay_item, Item Laser Relay
actuallyadditions:block_laser_relay_item_whitelist, Advanced Item Laser Relay
actuallyadditions:block_ranged_collector, Ranged Collector
actuallyadditions:block_directional_breaker, Long-Range Breaker
actuallyadditions:block_leaf_generator, Leaf-Eating Generator
actuallyadditions:block_smiley_cloud, Smiley Cloud
actuallyadditions:block_xp_solidifier, Experience Solidifier
actuallyadditions:block_testifi_bucks_green_wall, Ethetic Green Block
actuallyadditions:block_testifi_bucks_white_wall, Ethetic Quartz
actuallyadditions:block_testifi_bucks_green_stairs, Ethetic Green Stairs
actuallyadditions:block_testifi_bucks_white_stairs, Ethetic Quartz Stairs
actuallyadditions:block_testifi_bucks_green_slab, Ethetic Green Slab
actuallyadditions:block_testifi_bucks_white_slab, Ethetic Quartz Slab
actuallyadditions:block_testifi_bucks_green_fence, Ethetic Green Wall
actuallyadditions:block_testifi_bucks_white_fence, Ethetic Quartz Wall
actuallyadditions:block_colored_lamp:0, White Lamp
actuallyadditions:block_colored_lamp:1, Orange Lamp
actuallyadditions:block_colored_lamp:2, Magenta Lamp
actuallyadditions:block_colored_lamp:3, Light Blue Lamp
actuallyadditions:block_colored_lamp:4, Yellow Lamp
actuallyadditions:block_colored_lamp:5, Lime Lamp
actuallyadditions:block_colored_lamp:6, Pink Lamp
actuallyadditions:block_colored_lamp:7, Gray Lamp
actuallyadditions:block_colored_lamp:8, Light Gray Lamp
actuallyadditions:block_colored_lamp:9, Cyan Lamp
actuallyadditions:block_colored_lamp:10, Purple Lamp
actuallyadditions:block_colored_lamp:11, Blue Lamp
actuallyadditions:block_colored_lamp:12, Brown Lamp
actuallyadditions:block_colored_lamp:13, Green Lamp
actuallyadditions:block_colored_lamp:14, Red Lamp
actuallyadditions:block_colored_lamp:15, Black Lamp
actuallyadditions:block_colored_lamp_on:0, White Lamp (On)
actuallyadditions:block_colored_lamp_on:1, Orange Lamp (On)
actuallyadditions:block_colored_lamp_on:2, Magenta Lamp (On)
actuallyadditions:block_colored_lamp_on:3, Light Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:4, Yellow Lamp (On)
actuallyadditions:block_colored_lamp_on:5, Lime Lamp (On)
actuallyadditions:block_colored_lamp_on:6, Pink Lamp (On)
actuallyadditions:block_colored_lamp_on:7, Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:8, Light Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:9, Cyan Lamp (On)
actuallyadditions:block_colored_lamp_on:10, Purple Lamp (On)
actuallyadditions:block_colored_lamp_on:11, Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:12, Brown Lamp (On)
actuallyadditions:block_colored_lamp_on:13, Green Lamp (On)
actuallyadditions:block_colored_lamp_on:14, Red Lamp (On)
actuallyadditions:block_colored_lamp_on:15, Black Lamp (On)
actuallyadditions:block_lamp_powerer, Lamp Controller
actuallyadditions:block_treasure_chest, Treasure Chest
actuallyadditions:block_energizer, Energizer
actuallyadditions:block_enervator, Enervator
actuallyadditions:block_lava_factory_controller, Lava Factory Controller
actuallyadditions:block_canola_press, Canola Press
actuallyadditions:block_phantomface, Phantomface
actuallyadditions:block_phantom_placer, Phantom Placer
actuallyadditions:block_phantom_liquiface, Phantom Liquiface
actuallyadditions:block_phantom_energyface, Phantom Energyface
actuallyadditions:block_phantom_redstoneface, Phantom Redstoneface
actuallyadditions:block_phantom_breaker, Phantom Breaker
actuallyadditions:block_coal_generator, Coal Generator
actuallyadditions:block_oil_generator, Oil Generator
actuallyadditions:block_fermenting_barrel, Fermenting Barrel
actuallyadditions:block_rice, Rice Plant
actuallyadditions:block_canola, Canola Plant
actuallyadditions:block_flax, Flax Plant
actuallyadditions:block_coffee, Coffee Plant
actuallyadditions:block_compost, Compost
actuallyadditions:block_misc:0, Pillar of Black Quartz
actuallyadditions:block_misc:1, Chiseled Block of Black Quartz
actuallyadditions:block_misc:2, Block of Black Quartz
actuallyadditions:block_misc:3, Black Quartz Ore
actuallyadditions:block_misc:4, Wood Casing
actuallyadditions:block_misc:5, Block of Charcoal
actuallyadditions:block_misc:6, Block of Enderpearl
actuallyadditions:block_misc:7, Casing
actuallyadditions:block_misc:8, Ender Casing
actuallyadditions:block_misc:9, Iron Casing
actuallyadditions:block_feeder, Automatic Feeder
actuallyadditions:block_giant_chest, Small Storage Crate
actuallyadditions:block_giant_chest_medium, Medium Storage Crate
actuallyadditions:block_giant_chest_large, Large Storage Crate
actuallyadditions:block_grinder, Crusher
actuallyadditions:block_grinder_double, Double Crusher
actuallyadditions:block_furnace_double, Powered Furnace
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, Advanced ESD
actuallyadditions:block_fishing_net, Fishing Net
actuallyadditions:block_furnace_solar, Solar Panel
actuallyadditions:block_heat_collector, Heat Collector
actuallyadditions:block_item_repairer, Item Repairer
actuallyadditions:block_greenhouse_glass, Greenhouse Glass
actuallyadditions:block_breaker, Auto-Breaker
actuallyadditions:block_placer, Auto-Placer
actuallyadditions:block_dropper, Automatic Precision Dropper
actuallyadditions:block_fluid_placer, Fluid Placer
actuallyadditions:block_fluid_collector, Fluid Collector
actuallyadditions:block_coffee_machine, Coffee Maker
actuallyadditions:block_phantom_booster, Phantom Booster
actuallyadditions:block_wild:0, Wild Canola
actuallyadditions:block_wild:1, Wild Flax
actuallyadditions:block_wild:2, Wild Rice
actuallyadditions:block_wild:3, Wild Coffee
actuallyadditions:block_quartz_wall, Black Quartz Wall
actuallyadditions:block_chiseled_quartz_wall, Chiseled Black Quartz Wall
actuallyadditions:block_pillar_quartz_wall, Black Quartz Pillar Wall
actuallyadditions:block_quartz_stair, Black Quartz Stairs
actuallyadditions:block_chiseled_quartz_stair, Chiseled Black Quartz Stairs
actuallyadditions:block_pillar_quartz_stair, Black Quartz Pillar Stairs
actuallyadditions:block_quartz_slab, Black Quartz Slab
actuallyadditions:block_chiseled_quartz_slab, Chiseled Black Quartz Slab
actuallyadditions:block_pillar_quartz_slab, Black Quartz Pillar Slab
actuallyadditions:item_crystal_shard:0, Red Crystal Shard
actuallyadditions:item_crystal_shard:1, Blue Crystal Shard
actuallyadditions:item_crystal_shard:2, Light Blue Crystal Shard
actuallyadditions:item_crystal_shard:3, Black Crystal Shard
actuallyadditions:item_crystal_shard:4, Green Crystal Shard
actuallyadditions:item_crystal_shard:5, White Crystal Shard
actuallyadditions:item_engineer_goggles_advanced, Engineer's Infrared Goggles
actuallyadditions:item_engineer_goggles, Engineer's Goggles
actuallyadditions:item_laser_upgrade_range, Laser Relay Modifier: Range
actuallyadditions:item_laser_upgrade_invisibility, Laser Relay Modifier: Invisibility
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_bag, Traveler's Sack
actuallyadditions:item_void_bag, Void Sack
actuallyadditions:item_worm, Worm
actuallyadditions:item_player_probe, Player Probe
actuallyadditions:item_filter, Item Filter
actuallyadditions:item_water_bowl, Bowl of Water
actuallyadditions:item_spawner_changer, Spawner Changer
actuallyadditions:item_misc:0, Paper Cone
actuallyadditions:item_misc:1, Bio-Mash
actuallyadditions:item_misc:2, Knife Blade
actuallyadditions:item_misc:3, Knife Handle
actuallyadditions:item_misc:4, Dough
actuallyadditions:item_misc:5, Black Quartz
actuallyadditions:item_misc:6, Ring
actuallyadditions:item_misc:7, Basic Coil
actuallyadditions:item_misc:8, Advanced Coil
actuallyadditions:item_misc:9, Rice Dough
actuallyadditions:item_misc:10, Tiny Coal
actuallyadditions:item_misc:11, Tiny Charcoal
actuallyadditions:item_misc:12, Rice Slimeball
actuallyadditions:item_misc:13, Canola
actuallyadditions:item_misc:14, Empty Cup
actuallyadditions:item_misc:15, Wings
actuallyadditions:item_misc:16, Drill Core
actuallyadditions:item_misc:17, Black Dye
actuallyadditions:item_misc:18, Lens
actuallyadditions:item_misc:19, Ender Star
actuallyadditions:item_misc:20, Spawner Shards
actuallyadditions:item_misc:21, Biomass
actuallyadditions:item_misc:22, Bio Coal
actuallyadditions:item_misc:23, Crystallized Canola Seed
actuallyadditions:item_misc:24, Empowered Canola Seed
actuallyadditions:item_crate_keeper, Storage Crate Keeper
actuallyadditions:item_color_lens, Lens of Color
actuallyadditions:item_explosion_lens, Lens of Detonation
actuallyadditions:item_damage_lens, Lens of Certain Death
actuallyadditions:item_more_damage_lens, Lens of the Killer
actuallyadditions:item_disenchanting_lens, Lens of Disenchanting
actuallyadditions:item_mining_lens, Lens of the Miner
actuallyadditions:item_crystal:0, Restonia Crystal
actuallyadditions:item_crystal:1, Palis Crystal
actuallyadditions:item_crystal:2, Diamatine Crystal
actuallyadditions:item_crystal:3, Void Crystal
actuallyadditions:item_crystal:4, Emeradic Crystal
actuallyadditions:item_crystal:5, Enori Crystal
actuallyadditions:item_crystal_empowered:0, Empowered Restonia Crystal
actuallyadditions:item_crystal_empowered:1, Empowered Palis Crystal
actuallyadditions:item_crystal_empowered:2, Empowered Diamatine Crystal
actuallyadditions:item_crystal_empowered:3, Empowered Void Crystal
actuallyadditions:item_crystal_empowered:4, Empowered Emeradic Crystal
actuallyadditions:item_crystal_empowered:5, Empowered Enori Crystal
actuallyadditions:item_laser_wrench, Laser Wrench
actuallyadditions:item_chest_to_crate_upgrade, Chest To Storage Crate Upgrade
actuallyadditions:item_small_to_medium_crate_upgrade, Small To Medium Storage Crate Upgrade
actuallyadditions:item_medium_to_large_crate_upgrade, Medium To Large Storage Crate Upgrade
actuallyadditions:item_booklet, Actually Additions Manual
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_helm_emerald, Emerald Helmet
actuallyadditions:item_chest_emerald, Emerald Chestplate
actuallyadditions:item_pants_emerald, Emerald Pants
actuallyadditions:item_boots_emerald, Emerald Boots
actuallyadditions:item_helm_obsidian, Obsidian Helmet
actuallyadditions:item_chest_obsidian, Obsidian Chestplate
actuallyadditions:item_pants_obsidian, Obsidian Pants
actuallyadditions:item_boots_obsidian, Obsidian Boots
actuallyadditions:item_helm_quartz, Black Quartz Helmet
actuallyadditions:item_chest_quartz, Black Quartz Chestplate
actuallyadditions:item_pants_quartz, Black Quartz Pants
actuallyadditions:item_boots_quartz, Black Quartz Boots
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_wings_of_the_bats, Wings Of The Bats
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:11, Drill
actuallyadditions:item_drill:11, Drill
actuallyadditions:item_drill:12, Drill
actuallyadditions:item_drill:12, Drill
actuallyadditions:item_drill:13, Drill
actuallyadditions:item_drill:13, Drill
actuallyadditions:item_drill:14, Drill
actuallyadditions:item_drill:14, Drill
actuallyadditions:item_drill:15, Drill
actuallyadditions:item_drill:15, Drill
actuallyadditions:item_battery:0, Single Battery
actuallyadditions:item_battery:0, Single Battery
actuallyadditions:item_battery_double:0, Double Battery
actuallyadditions:item_battery_double:0, Double Battery
actuallyadditions:item_battery_triple:0, Triple Battery
actuallyadditions:item_battery_triple:0, Triple Battery
actuallyadditions:item_battery_quadruple:0, Quadruple Battery
actuallyadditions:item_battery_quadruple:0, Quadruple Battery
actuallyadditions:item_battery_quintuple:0, Quintuple Battery
actuallyadditions:item_battery_quintuple:0, Quintuple Battery
actuallyadditions:item_drill_upgrade_speed, Drill Speed Augment I
actuallyadditions:item_drill_upgrade_speed_ii, Drill Speed Augment II
actuallyadditions:item_drill_upgrade_speed_iii, Drill Speed Augment III
actuallyadditions:item_drill_upgrade_silk_touch, Drill Silk Touch Augment
actuallyadditions:item_drill_upgrade_fortune, Drill Fortune Augment I
actuallyadditions:item_drill_upgrade_fortune_ii, Drill Fortune Augment II (Gives Fortune III!)
actuallyadditions:item_drill_upgrade_three_by_three, Drill Mining Augment I
actuallyadditions:item_drill_upgrade_five_by_five, Drill Mining Augment II
actuallyadditions:item_drill_upgrade_block_placing, Drill Block Placing Augment
actuallyadditions:item_fertilizer, Fertilizer
actuallyadditions:item_coffee, Cup with Coffee
actuallyadditions:item_phantom_connector, Phantom Connector
actuallyadditions:item_resonant_rice, Resonant Rice
actuallyadditions:item_food:0, Cheese
actuallyadditions:item_food:1, Pumpkin Stew
actuallyadditions:item_food:2, Carrot Juice
actuallyadditions:item_food:3, Fish 'N' Chips
actuallyadditions:item_food:4, French Fries
actuallyadditions:item_food:5, French Fry
actuallyadditions:item_food:6, Spaghetti
actuallyadditions:item_food:7, Noodle
actuallyadditions:item_food:8, Chocolate Cake
actuallyadditions:item_food:9, Chocolate
actuallyadditions:item_food:10, Toast
actuallyadditions:item_food:11, Submarine Sandwich
actuallyadditions:item_food:12, Big Cookie
actuallyadditions:item_food:13, Hamburger
actuallyadditions:item_food:14, Pizza
actuallyadditions:item_food:15, Baguette
actuallyadditions:item_food:16, Rice
actuallyadditions:item_food:17, Rice Bread
actuallyadditions:item_food:18, Doughnut
actuallyadditions:item_food:19, Toast o' Chocolate
actuallyadditions:item_food:20, Bacon
actuallyadditions:item_jam:0, CuBaRa-Jam
actuallyadditions:item_jam:1, GraKiBa-Jam
actuallyadditions:item_jam:2, PlApLe-Jam
actuallyadditions:item_jam:3, ChApCi-Jam
actuallyadditions:item_jam:4, HoMeKi-Jam
actuallyadditions:item_jam:5, PiCo-Jam
actuallyadditions:item_jam:6, HoMeCo-Jam
actuallyadditions:item_knife, Knife
actuallyadditions:item_crafter_on_a_stick, Crafting Table On A Stick
actuallyadditions:item_dust:0, Crushed Iron
actuallyadditions:item_dust:1, Crushed Gold
actuallyadditions:item_dust:2, Crushed Diamond
actuallyadditions:item_dust:3, Crushed Emerald
actuallyadditions:item_dust:4, Crushed Lapis
actuallyadditions:item_dust:5, Crushed Quartz
actuallyadditions:item_dust:6, Crushed Coal
actuallyadditions:item_dust:7, Crushed Black Quartz
actuallyadditions:item_solidified_experience, Solidified Experience
actuallyadditions:item_leaf_blower, Leaf Blower
actuallyadditions:item_leaf_blower_advanced, Advanced Leaf Blower
actuallyadditions:item_potion_ring:0, Ring of Speed
actuallyadditions:item_potion_ring:0, Ring of Speed
actuallyadditions:item_potion_ring:1, Ring of Haste
actuallyadditions:item_potion_ring:1, Ring of Haste
actuallyadditions:item_potion_ring:2, Ring of Strength
actuallyadditions:item_potion_ring:2, Ring of Strength
actuallyadditions:item_potion_ring:3, Ring of Jump Boost
actuallyadditions:item_potion_ring:3, Ring of Jump Boost
actuallyadditions:item_potion_ring:4, Ring of Regeneration
actuallyadditions:item_potion_ring:4, Ring of Regeneration
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:8, Ring of Invisibility
