Mod:Item:MetaData, Localized Name
chinjufumod:block_fusumab_ol_black, tile.block_fusumab_ol_black.name
chinjufumod:block_fusumab_cr_black, tile.block_fusumab_cr_black.name
chinjufumod:block_fusumab_or_black, tile.block_fusumab_or_black.name
chinjufumod:block_fusumab_cl_blue, FUSUMA type2_blue
chinjufumod:block_fusumab_ol_blue, tile.block_fusumab_ol_blue.name
chinjufumod:block_fusumab_cr_blue, tile.block_fusumab_cr_blue.name
chinjufumod:block_fusumab_or_blue, tile.block_fusumab_or_blue.name
chinjufumod:block_fusumab_cl_brown, FUSUMA type2_brown
chinjufumod:block_fusumab_ol_brown, tile.block_fusumab_ol_brown.name
chinjufumod:block_fusumab_cr_brown, tile.block_fusumab_cr_brown.name
chinjufumod:block_fusumab_or_brown, tile.block_fusumab_or_brown.name
chinjufumod:block_fusumab_cl_cyan, FUSUMA type2_cyan
chinjufumod:block_fusumab_ol_cyan, tile.block_fusumab_ol_cyan.name
chinjufumod:block_fusumab_cr_cyan, tile.block_fusumab_cr_cyan.name
chinjufumod:block_fusumab_or_cyan, tile.block_fusumab_or_cyan.name
chinjufumod:block_fusumab_cl_gray, FUSUMA type2_gray
chinjufumod:block_fusumab_ol_gray, tile.block_fusumab_ol_gray.name
chinjufumod:block_fusumab_cr_gray, tile.block_fusumab_cr_gray.name
chinjufumod:block_fusumab_or_gray, tile.block_fusumab_or_gray.name
chinjufumod:block_fusumab_cl_green, FUSUMA type2_green
chinjufumod:block_fusumab_ol_green, tile.block_fusumab_ol_green.name
chinjufumod:block_fusumab_cr_green, tile.block_fusumab_cr_green.name
chinjufumod:block_fusumab_or_green, tile.block_fusumab_or_green.name
chinjufumod:block_fusumab_cl_lightb, FUSUMA type2_lightblue
chinjufumod:block_fusumab_ol_lightb, tile.block_fusumab_ol_lightb.name
chinjufumod:block_fusumab_cr_lightb, tile.block_fusumab_cr_lightb.name
chinjufumod:block_fusumab_or_lightb, tile.block_fusumab_or_lightb.name
chinjufumod:block_fusumab_cl_lightg, FUSUMA type2_lightgray
chinjufumod:block_fusumab_ol_lightg, tile.block_fusumab_ol_lightg.name
chinjufumod:block_fusumab_cr_lightg, tile.block_fusumab_cr_lightg.name
chinjufumod:block_fusumab_or_lightg, tile.block_fusumab_or_lightg.name
chinjufumod:block_fusumab_cl_lime, FUSUMA type2_lime
chinjufumod:block_fusumab_ol_lime, tile.block_fusumab_ol_lime.name
chinjufumod:block_fusumab_cr_lime, tile.block_fusumab_cr_lime.name
chinjufumod:block_fusumab_or_lime, tile.block_fusumab_or_lime.name
chinjufumod:block_fusumab_cl_magenta, FUSUMA type2_magenta
chinjufumod:block_fusumab_ol_magenta, tile.block_fusumab_ol_magenta.name
chinjufumod:block_fusumab_cr_magenta, tile.block_fusumab_cr_magenta.name
chinjufumod:block_fusumab_or_magenta, tile.block_fusumab_or_magenta.name
chinjufumod:block_fusumab_cl_orange, FUSUMA type2_orange
chinjufumod:block_fusumab_ol_orange, tile.block_fusumab_ol_orange.name
chinjufumod:block_fusumab_cr_orange, tile.block_fusumab_cr_orange.name
chinjufumod:block_fusumab_or_orange, tile.block_fusumab_or_orange.name
chinjufumod:block_fusumab_cl_pink, FUSUMA type2_pink
chinjufumod:block_fusumab_ol_pink, tile.block_fusumab_ol_pink.name
chinjufumod:block_fusumab_cr_pink, tile.block_fusumab_cr_pink.name
chinjufumod:block_fusumab_or_pink, tile.block_fusumab_or_pink.name
chinjufumod:block_fusumab_cl_purple, FUSUMA type2_purple
chinjufumod:block_fusumab_ol_purple, tile.block_fusumab_ol_purple.name
chinjufumod:block_fusumab_cr_purple, tile.block_fusumab_cr_purple.name
chinjufumod:block_fusumab_or_purple, tile.block_fusumab_or_purple.name
chinjufumod:block_fusumab_cl_red, FUSUMA type2_red
chinjufumod:block_fusumab_ol_red, tile.block_fusumab_ol_red.name
chinjufumod:block_fusumab_cr_red, tile.block_fusumab_cr_red.name
chinjufumod:block_fusumab_or_red, tile.block_fusumab_or_red.name
chinjufumod:block_fusumab_cl_yellow, FUSUMA type2_yellow
chinjufumod:block_fusumab_ol_yellow, tile.block_fusumab_ol_yellow.name
chinjufumod:block_fusumab_cr_yellow, tile.block_fusumab_cr_yellow.name
chinjufumod:block_fusumab_or_yellow, tile.block_fusumab_or_yellow.name
chinjufumod:block_bin_koubo_f, Yeast Culture Bottle
chinjufumod:block_bin_koubo_1, tile.block_bin_koubo_1.name
chinjufumod:block_taru_hakkou, Fermentation Barrel
chinjufumod:block_taru_kouji_f, KOMEKOUJI Barrel
chinjufumod:block_taru_kouji_1, tile.block_taru_kouji_1.name
chinjufumod:block_taru_shubo_f, SHUBO Barrel
chinjufumod:block_taru_shubo_1, tile.block_taru_shubo_1.name
chinjufumod:block_taru_moromi_f, MOROMI Barrel
chinjufumod:block_taru_moromi_1, tile.block_taru_moromi_1.name
chinjufumod:block_taru_jukusei_f, Aged SAKE Barrel
chinjufumod:block_taru_jukusei_1, tile.block_taru_jukusei_1.name
chinjufumod:block_taru_ringoshu_f, Cider Barrel
chinjufumod:block_taru_ringoshu_1, tile.block_taru_ringoshu_1.name
chinjufumod:block_taru_ringoshu_2, tile.block_taru_ringoshu_2.name
chinjufumod:block_taru_budoushu_f, Wine Barrel
chinjufumod:block_taru_budoushu_1, tile.block_taru_budoushu_1.name
chinjufumod:block_taru_budoushu_2, tile.block_taru_budoushu_2.name
chinjufumod:block_taru_miso_f, MISO Barrel
chinjufumod:block_taru_miso_1, tile.block_taru_miso_1.name
chinjufumod:block_taru_koucha_f, Tea Trays
chinjufumod:block_taru_koucha_1, tile.block_taru_koucha_1.name
chinjufumod:block_bot_sakenama_1, Pure SAKE
chinjufumod:block_bot_sakenama_2, tile.block_bot_sakenama_2.name
chinjufumod:block_bot_sakenama_3, tile.block_bot_sakenama_3.name
chinjufumod:block_bot_sakenama_4, tile.block_bot_sakenama_4.name
chinjufumod:block_bot_sakenama_k, tile.block_bot_sakenama_k.name
chinjufumod:block_gla_sakenama_1, Glass with pure SAKE
chinjufumod:block_gla_sakenama_2, tile.block_gla_sakenama_2.name
chinjufumod:block_gla_sake_k, tile.block_gla_sake_k.name
chinjufumod:block_bot_sake_1, SAKE
chinjufumod:block_bot_sake_2, tile.block_bot_sake_2.name
chinjufumod:block_bot_sake_3, tile.block_bot_sake_3.name
chinjufumod:block_bot_sake_4, tile.block_bot_sake_4.name
chinjufumod:block_bot_sake_k, tile.block_bot_sake_k.name
chinjufumod:block_gla_sake_1, Glass with SAKE
chinjufumod:block_gla_sake_2, tile.block_gla_sake_2.name
chinjufumod:block_bot_sakejuku_1, Aged SAKE
chinjufumod:block_bot_sakejuku_2, tile.block_bot_sakejuku_2.name
chinjufumod:block_bot_sakejuku_3, tile.block_bot_sakejuku_3.name
chinjufumod:block_bot_sakejuku_4, tile.block_bot_sakejuku_4.name
chinjufumod:block_bot_sakejuku_k, tile.block_bot_sakejuku_k.name
chinjufumod:block_gla_sakejuku_1, Glass with aged SAKE
chinjufumod:block_gla_sakejuku_2, tile.block_gla_sakejuku_2.name
chinjufumod:block_bot_cider_1, Cider
chinjufumod:block_bot_cider_2, tile.block_bot_cider_2.name
chinjufumod:block_bot_cider_3, tile.block_bot_cider_3.name
chinjufumod:block_bot_cider_4, tile.block_bot_cider_4.name
chinjufumod:block_bot_cider_k, tile.block_bot_cider_k.name
chinjufumod:block_gla_cider_1, Glass with Cider
chinjufumod:block_gla_cider_2, tile.block_gla_cider_2.name
chinjufumod:block_gla_cider_k, tile.block_gla_cider_k.name
chinjufumod:block_bot_ciderjuku_1, Aged Cider
chinjufumod:block_bot_ciderjuku_2, tile.block_bot_ciderjuku_2.name
chinjufumod:block_bot_ciderjuku_3, tile.block_bot_ciderjuku_3.name
chinjufumod:block_bot_ciderjuku_4, tile.block_bot_ciderjuku_4.name
chinjufumod:block_bot_ciderjuku_k, tile.block_bot_ciderjuku_k.name
chinjufumod:block_gla_ciderjuku_1, Glass with aged Cider
chinjufumod:block_gla_ciderjuku_2, tile.block_gla_ciderjuku_2.name
chinjufumod:block_bot_wine_1, Wine
chinjufumod:block_bot_wine_2, tile.block_bot_wine_2.name
chinjufumod:block_bot_wine_3, tile.block_bot_wine_3.name
chinjufumod:block_bot_wine_4, tile.block_bot_wine_4.name
chinjufumod:block_bot_wine_k, tile.block_bot_wine_k.name
chinjufumod:block_gla_wine_1, Glass with Wine
chinjufumod:block_gla_wine_2, tile.block_gla_wine_2.name
chinjufumod:block_gla_wine_k, tile.block_gla_wine_k.name
chinjufumod:block_bot_winejuku_1, Aged Wine
chinjufumod:block_bot_winejuku_2, tile.block_bot_winejuku_2.name
chinjufumod:block_bot_winejuku_3, tile.block_bot_winejuku_3.name
chinjufumod:block_bot_winejuku_4, tile.block_bot_winejuku_4.name
chinjufumod:block_bot_winejuku_k, tile.block_bot_winejuku_k.name
chinjufumod:block_gla_winejuku_1, Glass with aged Wine
chinjufumod:block_gla_winejuku_2, tile.block_gla_winejuku_2.name
chinjufumod:block_food_nabeaz_n, DONABE with SAKE cake
chinjufumod:block_food_nabeaz_b, tile.block_food_nabeaz_b.name
chinjufumod:block_food_nabeaz_1, DONABE with Sweet half SAKE
chinjufumod:block_food_nabeaz_2, tile.block_food_nabeaz_2.name
chinjufumod:block_food_nabeaz_3, tile.block_food_nabeaz_3.name
chinjufumod:block_food_nabeaz_4, tile.block_food_nabeaz_4.name
chinjufumod:block_gla_amazake_1, Cup with sweet half SAKE
chinjufumod:block_gla_amazake_2, tile.block_gla_amazake_2.name
chinjufumod:block_gla_amazake_k, tile.block_gla_amazake_k.name
chinjufumod:block_food_nabenimame_n, DONABE with Soy
chinjufumod:block_food_nabenimame_b, DONABE with Boiled soy
chinjufumod:block_plaster_black, SHIKKUI_black
chinjufumod:block_plaster_blue, SHIKKUI_blue
chinjufumod:block_plaster_brown, SHIKKUI_brown
chinjufumod:block_plaster_cyan, SHIKKUI_cyan
chinjufumod:block_plaster_gray, SHIKKUI_gray
chinjufumod:block_plaster_green, SHIKKUI_green
chinjufumod:block_plaster_lightb, SHIKKUI_lightblue
chinjufumod:block_plaster_lightg, SHIKKUI_lightgray
chinjufumod:block_plaster_lime, SHIKKUI_lime
chinjufumod:block_plaster_magenta, SHIKKUI_magenta
chinjufumod:block_plaster_orange, SHIKKUI_orange
chinjufumod:block_plaster_pink, SHIKKUI_pink
chinjufumod:block_plaster_purple, SHIKKUI_purple
chinjufumod:block_plaster_red, SHIKKUI_red
chinjufumod:block_plaster_yellow, SHIKKUI_yellow
chinjufumod:block_plaster_white, SHIKKUI
chinjufumod:block_pst_black, SHIKKUI stairs_black
chinjufumod:block_pst_blue, SHIKKUI stairs_blue
chinjufumod:block_pst_brown, SHIKKUI stairs_brown
chinjufumod:block_pst_cyan, SHIKKUI stairs_cyan
chinjufumod:block_pst_gray, SHIKKUI stairs_gray
chinjufumod:block_pst_green, SHIKKUI stairs_green
chinjufumod:block_pst_lightb, SHIKKUI stairs_lightblue
chinjufumod:block_pst_lightg, SHIKKUI stairs_lightgray
chinjufumod:block_pst_lime, SHIKKUI stairs_lime
chinjufumod:block_pst_magenta, SHIKKUI stairs_magenta
chinjufumod:block_pst_orange, SHIKKUI stairs_orange
chinjufumod:block_pst_pink, SHIKKUI stairs_pink
chinjufumod:block_pst_purple, SHIKKUI stairs_purple
chinjufumod:block_pst_red, SHIKKUI stairs_red
chinjufumod:block_pst_yellow, SHIKKUI stairs_yellow
chinjufumod:block_pst_white, SHIKKUI stairs
chinjufumod:block_psh_black:0, SHIKKUI slab_black
chinjufumod:block_psd_black, tile.block_psd_black.name
chinjufumod:block_psh_blue:0, SHIKKUI slab_blue
chinjufumod:block_psd_blue, tile.block_psd_blue.name
chinjufumod:block_psh_brown:0, SHIKKUI slab_brown
chinjufumod:block_psd_brown, tile.block_psd_brown.name
chinjufumod:block_psh_cyan:0, SHIKKUI slab_cyan
chinjufumod:block_psd_cyan, tile.block_psd_cyan.name
chinjufumod:block_psh_gray:0, SHIKKUI slab_gray
chinjufumod:block_psd_gray, tile.block_psd_gray.name
chinjufumod:block_psh_green:0, SHIKKUI slab_green
chinjufumod:block_psd_green, tile.block_psd_green.name
chinjufumod:block_psh_lightb:0, SHIKKUI slab_lightblue
chinjufumod:block_psd_lightb, tile.block_psd_lightb.name
chinjufumod:block_psh_lightg:0, SHIKKUI slab_lightgray
chinjufumod:block_psd_lightg, tile.block_psd_lightg.name
chinjufumod:block_psh_lime:0, SHIKKUI slab_lime
chinjufumod:block_psd_lime, tile.block_psd_lime.name
chinjufumod:block_psh_magenta:0, SHIKKUI slab_magenta
chinjufumod:block_psd_magenta, tile.block_psd_magenta.name
chinjufumod:block_psh_orange:0, SHIKKUI slab_orange
chinjufumod:block_psd_orange, tile.block_psd_orange.name
chinjufumod:block_psh_pink:0, SHIKKUI slab_pink
chinjufumod:block_psd_pink, tile.block_psd_pink.name
chinjufumod:block_psh_purple:0, SHIKKUI slab_purple
chinjufumod:block_psd_purple, tile.block_psd_purple.name
chinjufumod:block_psh_red:0, SHIKKUI slab_red
chinjufumod:block_psd_red, tile.block_psd_red.name
chinjufumod:block_psh_yellow:0, SHIKKUI slab_yellow
chinjufumod:block_psd_yellow, tile.block_psd_yellow.name
chinjufumod:block_psh_white:0, SHIKKUI slab
chinjufumod:block_psd_white, tile.block_psd_white.name
chinjufumod:block_wp_dirtwall, Panel_Dirt wall
chinjufumod:block_wp_plaster_black, Panel_SHIKKUI_black
chinjufumod:block_wp_plaster_blue, Panel_SHIKKUI_blue
chinjufumod:block_wp_plaster_brown, Panel_SHIKKUI_brown
chinjufumod:block_wp_plaster_cyan, Panel_SHIKKUI_cyan
chinjufumod:block_wp_plaster_gray, Panel_SHIKKUI_gray
chinjufumod:block_wp_plaster_green, Panel_SHIKKUI_green
chinjufumod:block_wp_plaster_lightb, Panel_SHIKKUI_light blue
chinjufumod:block_wp_plaster_lightg, Panel_SHIKKUI_light gray
chinjufumod:block_wp_plaster_lime, Panel_SHIKKUI_lime
chinjufumod:block_wp_plaster_magenta, Panel_SHIKKUI_magenta
chinjufumod:block_wp_plaster_orange, Panel_SHIKKUI_orange
chinjufumod:block_wp_plaster_pink, Panel_SHIKKUI_pink
chinjufumod:block_wp_plaster_purple, Panel_SHIKKUI_purple
chinjufumod:block_wp_plaster_red, Panel_SHIKKUI_red
chinjufumod:block_wp_plaster_white, Panel_SHIKKUI_white
chinjufumod:block_wp_plaster_yellow, Panel_SHIKKUI_yellow
chinjufumod:block_wp_namako_black, Panel_NAMAKO wall_black
chinjufumod:block_wp_namako_blue, Panel_NAMAKO wall_blue
chinjufumod:block_wp_namako_brown, Panel_NAMAKO wall_brown
chinjufumod:block_wp_namako_cyan, Panel_NAMAKO wall_cyan
chinjufumod:block_wp_namako_gray, Panel_NAMAKO wall_gray
chinjufumod:block_wp_namako_green, Panel_NAMAKO wall_green
chinjufumod:block_wp_namako_lightb, Panel_NAMAKO wall_light blue
chinjufumod:block_wp_namako_lightg, Panel_NAMAKO wall_light gray
chinjufumod:block_wp_namako_lime, Panel_NAMAKO wall_lime
chinjufumod:block_wp_namako_magenta, Panel_NAMAKO wall_magenta
chinjufumod:block_wp_namako_orange, Panel_NAMAKO wall_orange
chinjufumod:block_wp_namako_pink, Panel_NAMAKO wall_pink
chinjufumod:block_wp_namako_purple, Panel_NAMAKO wall_purple
chinjufumod:block_wp_namako_red, Panel_NAMAKO wall_red
chinjufumod:block_wp_namako_white, Panel_NAMAKO wall_white
chinjufumod:block_wp_namako_yellow, Panel_NAMAKO wall_yellow
chinjufumod:block_wp_namako_b_black, Panel_NAMAKO wall type2_black
chinjufumod:block_wp_namako_b_blue, Panel_NAMAKO wall type2_blue
chinjufumod:block_wp_namako_b_brown, Panel_NAMAKO wall type2_brown
chinjufumod:block_wp_namako_b_cyan, Panel_NAMAKO wall type2_cyan
chinjufumod:block_wp_namako_b_gray, Panel_NAMAKO wall type2_gray
chinjufumod:block_wp_namako_b_green, Panel_NAMAKO wall type2_green
chinjufumod:block_wp_namako_b_lightb, Panel_NAMAKO wall type2_light blue
chinjufumod:block_wp_namako_b_lightg, Panel_NAMAKO wall type2_light gray
chinjufumod:block_wp_namako_b_lime, Panel_NAMAKO wall type2_lime
chinjufumod:block_wp_namako_b_magenta, Panel_NAMAKO wall type2_magenta
chinjufumod:block_wp_namako_b_orange, Panel_NAMAKO wall type2_orange
chinjufumod:block_wp_namako_b_pink, Panel_NAMAKO wall type2_pink
chinjufumod:block_wp_namako_b_purple, Panel_NAMAKO wall type2_purple
chinjufumod:block_wp_namako_b_red, Panel_NAMAKO wall type2_red
chinjufumod:block_wp_namako_b_white, Panel_NAMAKO wall type2_white
chinjufumod:block_wp_namako_b_yellow, Panel_NAMAKO wall type2_yellow
chinjufumod:block_blackboard, Blackboard
chinjufumod:block_window_cl, Window
chinjufumod:block_window_ol, tile.block_window_ol.name
chinjufumod:block_window_or, tile.block_window_or.name
chinjufumod:block_window_cl_a, Window_acacia
chinjufumod:block_window_ol_a, tile.block_window_ol_a.name
chinjufumod:block_window_or_a, tile.block_window_or_a.name
chinjufumod:block_window_cl_b, Window_birch
chinjufumod:block_window_ol_b, tile.block_window_ol_b.name
chinjufumod:block_window_or_b, tile.block_window_or_b.name
chinjufumod:block_window_cl_d, Window_bigoak
chinjufumod:block_window_ol_d, tile.block_window_ol_d.name
chinjufumod:block_window_or_d, tile.block_window_or_d.name
chinjufumod:block_window_cl_j, Window_jungle
chinjufumod:block_window_ol_j, tile.block_window_ol_j.name
chinjufumod:block_window_or_j, tile.block_window_or_j.name
chinjufumod:block_window_cl_s, Window_spruce
chinjufumod:block_window_ol_s, tile.block_window_ol_s.name
chinjufumod:block_window_or_s, tile.block_window_or_s.name
chinjufumod:block_schoolchair, School chair
chinjufumod:block_schoolchair_a, School chair_acacia
chinjufumod:block_schoolchair_b, School chair_birch
chinjufumod:block_schoolchair_d, School chair_bigoak
chinjufumod:block_schoolchair_j, School chair_jungle
chinjufumod:block_schoolchair_s, School chair_spruce
chinjufumod:block_schooldesk, School desk
chinjufumod:block_schooldesk_a, School desk_acacia
chinjufumod:block_schooldesk_b, School desk_birch
chinjufumod:block_schooldesk_d, School desk_bigoak
chinjufumod:block_schooldesk_j, School desk_jungle
chinjufumod:block_schooldesk_s, School desk_spruce
chinjufumod:block_teacherdesk, Teacher desk
chinjufumod:block_teacherdesk_a, Teacher desk_acacia
chinjufumod:block_teacherdesk_b, Teacher desk_birch
chinjufumod:block_teacherdesk_d, Teacher desk_bigoak
chinjufumod:block_teacherdesk_j, Teacher desk_jungle
chinjufumod:block_teacherdesk_s, Teacher desk_spruce
chinjufumod:block_stovechimney, Stove chimney
chinjufumod:block_schimney_joint, Stove chimney_joint
chinjufumod:block_stovechimney_topk, Stove chimney top_umbrella
chinjufumod:block_cstove_new, Stove_previous versions
chinjufumod:lit_block_cstove_new, tile.lit_block_cstove_new.name
chinjufumod:block_cstove_top, Stove_upper
chinjufumod:lit_block_cstove_top, tile.lit_block_cstove_top.name
chinjufumod:block_cstove_bot, Stove_lower
chinjufumod:block_pillar_aca_c, Pillaracacia
chinjufumod:block_pillar_bir_c, Pillar_birch
chinjufumod:block_pillar_doak_c, Pillar_bigoak
chinjufumod:block_pillar_jun_c, Pillar_jungle
chinjufumod:block_pillar_oak_c, Pillar_oak
chinjufumod:block_pillar_spru_c, Pillar_spruce
chinjufumod:block_brick_and_c, Andesite brick
chinjufumod:block_brick_dio_c, Diorite brick
chinjufumod:block_brick_gra_c, Granite brick
chinjufumod:block_brick_and_ch_c, Andesite brick_chiseled
chinjufumod:block_brick_dio_ch_c, Diorite brick_chiseled
chinjufumod:block_brick_gra_ch_c, Granite brick_chiseled
chinjufumod:block_brick_and_cr_c, Andesite brick_cracked
chinjufumod:block_brick_dio_cr_c, Diorite brick_cracked
chinjufumod:block_brick_gra_cr_c, Granite brick_cracked
chinjufumod:block_brick_and_mos_c, Andesite brick_mossy
chinjufumod:block_brick_dio_mos_c, Diorite brick_mossy
chinjufumod:block_brick_gra_mos_c, Granite brick_mossy
chinjufumod:block_brickstairs_and_c, Andesite brick_stairs
chinjufumod:block_brickstairs_dio_c, Diorite brick_stairs
chinjufumod:block_brickstairs_gra_c, Granite brick_stairs
chinjufumod:block_bac_slabhalf:0, Andesite brick_slab
chinjufumod:block_bac_slabdouble, tile.block_bac_slabdouble.name
chinjufumod:block_bdc_slabhalf:0, Diorite brick_slab
chinjufumod:block_bdc_slabdouble, tile.block_bdc_slabdouble.name
chinjufumod:block_bgc_slabhalf:0, Granite brick_slab
chinjufumod:block_bgc_slabdouble, tile.block_bgc_slabdouble.name
chinjufumod:block_brick_stone_pil_c, Pillar_stone
chinjufumod:block_brick_and_pil_c, Pillar_andsite
chinjufumod:block_brick_dio_pil_c, Pillar_diorite
chinjufumod:block_brick_gra_pil_c, Pillar_granite
chinjufumod:block_wp_log_aca, Panel_log acacia
chinjufumod:block_wp_log_bir, Panel_log birch
chinjufumod:block_wp_log_doak, Panel_log bigoak
chinjufumod:block_wp_log_jun, Panel_log jungle
chinjufumod:block_wp_log_oak, Panel_log oak
chinjufumod:block_wp_log_spru, Panel_log spruce
chinjufumod:block_wp_plank_aca, Panel_plank acacia
chinjufumod:block_wp_plank_bir, Panel_plank birch
chinjufumod:block_wp_plank_doak, Panel_plank bigoak
chinjufumod:block_wp_plank_jun, Panel_plank jungle
chinjufumod:block_wp_plank_oak, Panel_plank oak
chinjufumod:block_wp_plank_spru, Panel_plank spruce
chinjufumod:block_wp_stone, Panel_stone
chinjufumod:block_wp_stone_m, Panel_cobblestone
chinjufumod:block_wp_stone_and, Panel_andesite
chinjufumod:block_wp_stone_dio, Panel_diorite
chinjufumod:block_wp_stone_gra, Panel_granite
chinjufumod:block_wp_stone_b, Panel_stonebrick
chinjufumod:block_wp_stone_andb, Panel_andesite brick
chinjufumod:block_wp_stone_diob, Panel_diorite brick
chinjufumod:block_wp_stone_grab, Panel_granaite brick
chinjufumod:block_wp_stone_p, Panel_pillar_stone
chinjufumod:block_wp_stone_andp, Panel_pillar andsite
chinjufumod:block_wp_stone_diop, Panel_pillar diorite
chinjufumod:block_wp_stone_grap, Panel_pillar granite
chinjufumod:block_wp_brick, Panel_brick
chinjufumod:block_wp_sand_stone, Panel_sandstone
chinjufumod:block_wp_redsand_stone, Panel_redsandstone
chinjufumod:block_wp_prisma, Panel_prismarine
chinjufumod:block_wp_obsidian, Panel_obsidian
chinjufumod:block_wp_clay, Panel_hardened clay
chinjufumod:block_wp_clay_black, Panel_hardened clay_black
chinjufumod:block_wp_clay_blue, Panel_hardened clay_blue
chinjufumod:block_wp_clay_brown, Panel_hardened clay_brown
chinjufumod:block_wp_clay_cyan, Panel_hardened clay_cyan
chinjufumod:block_wp_clay_gray, Panel_hardened clay_gray
chinjufumod:block_wp_clay_green, Panel_hardened clay_green
chinjufumod:block_wp_clay_lightb, Panel_hardened clay_light blue
chinjufumod:block_wp_clay_lightg, Panel_hardened clay_light gray
chinjufumod:block_wp_clay_lime, Panel_hardened clay_lime
chinjufumod:block_wp_clay_magenta, Panel_hardened clay_magenta
chinjufumod:block_wp_clay_orange, Panel_hardened clay_orange
chinjufumod:block_wp_clay_pink, Panel_hardened clay_pink
chinjufumod:block_wp_clay_purple, Panel_hardened clay_purple
chinjufumod:block_wp_clay_red, Panel_hardened clay_red
chinjufumod:block_wp_clay_white, Panel_hardened clay_white
chinjufumod:block_wp_clay_yellow, Panel_hardened clay_yellow
chinjufumod:block_wp_glass, Panel_glass
chinjufumod:block_wp_glass_black, Panel_stained glass_black
chinjufumod:block_wp_glass_blue, Panel_stained glass_blue
chinjufumod:block_wp_glass_brown, Panel_stained glass_brown
chinjufumod:block_wp_glass_cyan, Panel_stained glass_cyan
chinjufumod:block_wp_glass_gray, Panel_stained glass_gray
chinjufumod:block_wp_glass_green, Panel_stained glass_green
chinjufumod:block_wp_glass_lightb, Panel_stained glass_light blue
chinjufumod:block_wp_glass_lightg, Panel_stained glass_light gray
chinjufumod:block_wp_glass_lime, Panel_stained glass_lime
chinjufumod:block_wp_glass_magenta, Panel_stained glass_magenta
chinjufumod:block_wp_glass_orange, Panel_stained glass_orange
chinjufumod:block_wp_glass_pink, Panel_stained glass_pink
chinjufumod:block_wp_glass_purple, Panel_stained glass_purple
chinjufumod:block_wp_glass_red, Panel_stained glass_red
chinjufumod:block_wp_glass_white, Panel_stained glass_white
chinjufumod:block_wp_glass_yellow, Panel_stained glass_yellow
chinjufumod:block_wp_netherrack, Panel_netherrack
chinjufumod:block_wp_netherb, Panel_nether brick
chinjufumod:block_wp_quartz, Panel_quartz
chinjufumod:block_wp_quartz_pil, Panel_quartz pillar
chinjufumod:block_wp_endtone, Panel_endstone
chinjufumod:block_wp_endtone_b, Panel_endstone brick
chinjufumod:block_wp_purpur, Panel_purpur block
chinjufumod:block_wp_purpur_pil, Panel_purpur pillar
chinjufumod:block_tatamih:0, TATAMI_marginless
chinjufumod:block_tatamid, tile.block_tatamid.name
chinjufumod:block_tatamih_black:0, TATAMI_black
chinjufumod:block_tatamid_black, tile.block_tatamid_black.name
chinjufumod:block_tatamih_blue:0, TATAMI_blue
chinjufumod:block_tatamid_blue, tile.block_tatamid_blue.name
chinjufumod:block_tatamih_brown:0, TATAMI_brown
chinjufumod:block_tatamid_brown, tile.block_tatamid_brown.name
chinjufumod:block_tatamih_cyan:0, TATAMI_cyan
chinjufumod:block_tatamid_cyan, tile.block_tatamid_cyan.name
chinjufumod:block_tatamih_gray:0, TATAMI_gray
chinjufumod:block_tatamid_gray, tile.block_tatamid_gray.name
chinjufumod:block_tatamih_green:0, TATAMI_green
chinjufumod:block_tatamid_green, tile.block_tatamid_green.name
chinjufumod:block_tatamih_lightb:0, TATAMI_lightblue
chinjufumod:block_tatamid_lightb, tile.block_tatamid_lightb.name
chinjufumod:block_tatamih_lightg:0, TATAMI_lightgray
chinjufumod:block_tatamid_lightg, tile.block_tatamid_lightg.name
chinjufumod:block_tatamih_lime:0, TATAMI_lime
chinjufumod:block_tatamid_lime, tile.block_tatamid_lime.name
chinjufumod:block_tatamih_magenta:0, TATAMI_magenta
chinjufumod:block_tatamid_magenta, tile.block_tatamid_magenta.name
chinjufumod:block_tatamih_orange:0, TATAMI_orange
chinjufumod:block_tatamid_orange, tile.block_tatamid_orange.name
chinjufumod:block_tatamih_pink:0, TATAMI_pink
chinjufumod:block_tatamid_pink, tile.block_tatamid_pink.name
chinjufumod:block_tatamih_purple:0, TATAMI_purple
chinjufumod:block_tatamid_purple, tile.block_tatamid_purple.name
chinjufumod:block_tatamih_red:0, TATAMI_red
chinjufumod:block_tatamid_red, tile.block_tatamid_red.name
chinjufumod:block_tatamih_yellow:0, TATAMI_yellow
chinjufumod:block_tatamid_yellow, tile.block_tatamid_yellow.name
chinjufumod:block_tatamih_white:0, TATAMI_white
chinjufumod:block_tatamid_white, tile.block_tatamid_white.name
chinjufumod:block_futon_c_black, FUTON_black
chinjufumod:block_futon_o_black, tile.block_futon_o_black.name
chinjufumod:block_futon_c_blue, FUTON_blue
chinjufumod:block_futon_o_blue, tile.block_futon_o_blue.name
chinjufumod:block_futon_c_brown, FUTON_brown
chinjufumod:block_futon_o_brown, tile.block_futon_o_brown.name
chinjufumod:block_futon_c_cyan, FUTON_cyan
chinjufumod:block_futon_o_cyan, tile.block_futon_o_cyan.name
chinjufumod:block_futon_c_gray, FUTON_gray
chinjufumod:block_futon_o_gray, tile.block_futon_o_gray.name
chinjufumod:block_futon_c_green, FUTON_green
chinjufumod:block_futon_o_green, tile.block_futon_o_green.name
chinjufumod:block_futon_c_lightb, FUTON_lightblue
chinjufumod:block_futon_o_lightb, tile.block_futon_o_lightb.name
